,rating,title,Review_text
1084,5,i can got it all my photos into it,"the disk is great, the capacity and i can conect it to my laptop very easy. im really happy to have it"
1085,5,Easiest External Hard drive ever,This thing was so easy I literally plugged it in. Went to setting and formatted it and done. Then all my PS4 games downloaded straight onto it.
1086,5,Great Item,I use this item to keep on my video files on and it works great.
1087,5,Used for gaming system,Bought for my son. He said it's works good and gave a lot of storage. No complaints!
1088,3,Disappointing,"I bought this because it said it has 4TB but I just connected it to my ps5 and it shows only 3.68 TB, I could have gotten 3TB for much cheaper but o decided on getting this more expensive one because it had one more TB, Disappointing."
1089,1,BEWARE buying here.,Mine did not work. Light was not on no one home. I had to get amazon involved to get money back.My brother got one as gift.Ordered 12T. The box said 12T. Paid for 12T. It was only 10T. When checked on computer.This is why say beware.
1090,1,TRASH!After just 6 months all data Lost & Unrecoverable,"TRASH!After just 6 months of sitting at my desk using it 1 time a month for file storage for 1Tb of data...it's toast! Complete failure. All data lost & unrecoverable.NEVER dropped, never even moved! Just sets there. Crap!I should've headed the other reviews that said the same thing."
1091,1,Doesn't work on mac,"When I plugged the external hard drive into my mac and clicked on the execute file, I got the following error message:You can't open the application ""Start_Here_win.exe"" because Microsoft Windows applications are not supported on MacOS."
1092,5,PERFECT,It works
1093,3,"works well, but may fail on you","It works well out of the box, Just plug in USB port.But, eventually, the backup drive will fail, from my experience. After a while --- maybe months or a year.One possibility is that becomes overheated and this causes some damage or corrupts file, or something of that sort . I am now trying to prevent this problem by either not having the Seagate external drive plugged in all the time, or making sure I shut down my computer regularly when it is not in use."
1094,5,Works great for PS4,"Works great for my sons PS4. When we first got it the file type wasnt compatible but i was able to change it and format it on the PS4 without using my computer.Takes a bit of formatting and file type management but there are youtube videos online that walk you thru it. Overall, we're very pleased and now he doesn't have to uninstall a game when he gets a new one."
1095,5,Great!,"Love it, works as it should, I am finally able to have all my games downloaded to play"
1096,5,Excellent back up speed,"I used this drive together with Acronis backup software to make a complete image of the hard disk. If the desktop also support USB 3 then the back up and restore is at blazing speed, very happy and satisfied.Note: I bought an extra *HIGH PERFORMANCE* USB 3.0 to Micro USB cable that support max 5Gbps, hoping it gave extra boost but ended up returning the cable because no change in performance compared with the original cable."
1097,5,Cool,Cool
1098,5,Just what I needed!,"Bought this to back up all my photos and videos on my Mac, over 8,000 photos and vids together and it hardly took up any storage. Had to watch the Amazon help video to reformat it first-if your mac won’t open the drive to use reformat it first-then just dragged and dropped everything. Easy to use just what I needed!"
1099,4,Good for backing up raw photos,"I use it to back up my photos. The port on the hard drive is a little weird, I wish it was a normal micro usb"
1100,5,Almost perfect…,Everything is great except when it comes to Tech Support.
1101,3,It’s not 2tb,It’s not 2tb it’s like 1.7 for that I would give it a three star but besides that it’s small easy to install obviously and it’s good but 1.7 I’m kinda mad about
1102,1,It was damaged and could not use at all.,Did not work damaged and could not use!
1103,5,Storage,I needed to backup my system and I wanted something reliable!
1104,5,Great!,Love it!
1105,5,Easy to use,Easy to use and carry
1106,1,It died after 6 months,"Bought it for backup and I had no complaints - however after 6 months of use it just stopped working - no light, no nothing.I don't know what happened. I tried it on different computers - nothing.Dead."
1107,1,Crashed after a month and can't recover data so far,It worked great as a portable HDD and then it disappeared. I can't access the data at all and the drive doesn't show up. Seagate hasn't got a tech support to help and their dick recovery wizard can't see the external drive. I'm trying to reach Seagate and will update this if I manage to get this working. I need the files on my drive for work!
1108,5,Easy to set up,Always been a fan of Seagate. Easy to set up and easy to use. Been using Seagate Externals since I was in the desert during Iraqi Freedom...Will always recommend Seagate
1109,5,Great product,Great on my system it still can download and play most series X/s games
1110,5,Works as advertised,Simple to use and a good price for the storage capacity. I am pleased with this purchase.
1111,5,Used for PS5,This product works well as storage for PS5 games and applications.
1112,5,Storage,Worth the amount of storage it has. For games and pictures
1113,4,buy,Ease and portability
1114,1,Does NOT work out of the box for MAC or PC. Don't purchase.,"While Seagate products are know for being fantastic, this isn't. Does NOT work. Not user error. Don't purchase. I'm returning this product."
1115,5,Fantastic product,"I opened it up, plugged it in, and presto it worked like a charm! Nothing more really to say."
1116,5,works well,"I have used this thing a lot. It works well. Did you know 2 Tb is a lot? It is, and this one holds that much."
1117,5,Excellent external storage drive!!!,"This drive is small (About a the quarter size of a laptop) easy to install and has seamless integration with my Windows 10 OS.It took me less than 5 minutes to connect and configure.I use it for storing backup sets, movies, music, photos, and more.I'd recommend this product to all my friends.Great deal!!!"
1118,5,A Very Good Harddrive!,Very please with the hard drive and how it works. I'd buy this brand again.
1119,5,It’s a good product.,It’s a good product.
1120,5,good price,fits good.
1121,4,AWESOME,worked without a hitch and it is portable
1122,1,Product doesn’t work out of the box,You know it sketchy when the return window closes quick after delivery. Product was sold defective and I missed the return window.
1123,5,"Disco duro de 5TB: ligero, rápido y precio adecuado.",Hasta el momento responde muy bien. La capacidad es la indicada en la oferta.
1124,5,"Small, convenient and portable",Easy setup and to use. Happy with my purchases.
1125,1,Don't waste your money,"I bought this because I needed to back up some important files and after two years there was a mechanical failure.Everything I had on it is now gone and I was told it would cost $2,500 to recover.After reading some forums it appears to be a fairly common problem.Spend a little extra and get something more reliable."
1126,1,Probably not a good buy,"Had this for four months and it's already dead.It was never dropped and in a laptop bag.It just stoped reading, make a weird wining noise.Everything I moved to it is now lost."
1127,5,Good hard drive,This is a really good hard drive. Alot of space for a pretty good price.
1128,5,always a good choice,always been pleased with SeaGate products
1129,5,Works great,Works as it says
1130,5,Seagate! What can I say,Seagate is always a reliable brand. Love their Hard Drives
1131,2,Failed after a few months!,Have had many other Seagate external portable harddrive's and this is the first Failure. Still under warranty so I hope they can recover all my thousands of photo files!!
1132,1,Stopped working in 2 months,This product is highly rated and I was so excited to use it. Within 2 months it stopped working and it will not connect to my Xbox or computer anymore. Disappointed.
1133,5,Just what I needed for a replacement,Work's great 👍
1134,5,Solid product,"Came as described, no issues 1 month in."
1135,2,Disconnects Randomly When Not Moving,"About a month into owning this hard drive it began disconnecting randomly while sitting flat on a desk and not moving. It disconnects 5-10 times throughout the day, I've tried different usb cables with it and the problem persists. Perhaps I got a faulty drive but this has never been dropped or treated poorly and is a frustrating thing to deal with while editing."
1136,1,Don’t waste money on this item,Stopped working after 1 month.
1137,5,LOVE IT,"So far, this product is nothing short of amazing. My computer was going so slow due to all of my pictures. When I pulled it out of the box, I couldn’t figure out how to make it work. I used customer support and they were very fast and helpful! It is so compact and portable, I don’t even realize I have it! Thank you!!"
1138,5,Works with backing up computers,"A lot of space for a full computer backup, it's perfect"
1139,1,Will not let me load from our Mac.,Does not work with Mac.
1140,1,should've trusted previews reviews,this worked no problem but today it just completely stopped all apps and games on the Xbox One. it read it but wouldnt open anything. purchased it December 2021 pretty disappointed.
1141,1,"Terrible, Lost all my data and games","I’ve had this product for 2 years, it got in plugged once while playing a game and lost all my data and games. I followed sea gate walk through to fix it, every option including Rebuilding my PS4 hard drive, nothing has worked. Lost all my achievements, saved games, and if you are a gamer is this like your worst nightmare coming true. Thank you seagate for selling me a piece of junk and completely screwing me over. Please never buy anything this company makes. By the way your tech ppl are also very unhelpful."
1142,5,It’s trash if you’re trying to use it for gaming,Won’t stay connected and is making my gaming system freeze bought two one worked for a year then stopped then got a new one that didn’t work so sent that back and got a different one that won’t stay connected not worth the money spend the extra money and get one from someone else
1143,5,Nice and small,I recommend it!
1144,5,This sucks so bad,"Just stopped working on day 31, now I’m stuck with this 60$ piece of crap."
1145,5,5 T,"I got gypped by a different Chinese company with an ""8TB SSD"" for around $90. Couldn't even install one game on it because the upload speed was so abysmally slow, even after reformatting. An SSD it was not. (They even had false 5 star reviews for a totally unrelated art calendar on their page.)I knew Seagate was a more reliable brand. And even though this isn't an SSD either, this 5 terries of quality cyber space is so good to have right now, that's worth pitching this commercial-style review. I've even stored and ran my first game on it. (Pics included).As for BAOGSM, may your products find their way to the bottom of a landfill where they belong. Thank you, Seagate, for giving me somewhere to put my Dingaling.Big Moike!"
1146,5,Pretty great!,I love this product but there was one flaw that kinda scared me at first I plugged it in my pa4 and it popped up an error saying it was an unknown device that could not connect so I in plugged it and plugged it back in a work so anyways awesome product just didn’t like the mini heart attack 😅
1147,5,Hard drive,I need a external drive for my Xbox and didn't want anything pricey or crazy. Went with the 2TB for my games. It holds 1.8TB which I'm still happy for the price. It was worked well and was able to download more games onto the drive right away.
1148,1,Have bought two of these and both of them have stopped working a month in,"Will not recommend this. Mine keep breaking the moment a month goes by.I barely am using them and when I finally get to? THey no longer work. the only good thing aout this is their storage and portability, but tech support was completely helpless."
1149,1,not formatted for MAC,Not formatted for MAC.I purchased the 1TB.Drag and drop does not work.There are files on the disk for win and chromebook.Nothing for MAC.The Ad reads that this is for MAC.Not true.:(
1150,5,I would buy again and again,This works great for gaming and is easy to use. This was my first external drive and I always forget it’s there because it’s so easy to transfer
1151,5,Great for back your computer,I used it as my Time Machine for my Mac. It worked great!!!
1152,5,Compact & fast,"Good price, compact & fast"
1153,1,Died after 1 month,Installed a few things and some files for my laptop and after 1 month it died
1154,5,Don’t buy,"The media could not be loaded. Faulty product don’t buy this, after a while you can’t put in the cord because the HDMI output don’t even work"
1155,5,How easy it is to set up,It was easy to set up and very cheap compared to other sellers
1156,1,Crapola,"Bought this contraption last December.In January, I started having problems with it.Now, in July 2022, I can't even access it as it's not even recognized by the computer.Very poor quality."
1157,1,12tb died quickly,"3 months, almost no usage, plugged it in today and it's dead. The 10tbs have been reliable at least"
1158,2,"Ordered 16tb got 14tb, but has CRC issues and crashes under load","I ordered the 16tb and received the 14tb model.Before realizing the size difference, I tried using it to backup files and systems and received nothing but CRC issues on the drive and BSOD due to raid issues. The drive literally goes mia during heavy load and crashes the system.I would avoid."
1159,4,Fast and simple,Easy to use
1160,5,great!,can be formatted to pc or consoles
1161,3,Meh,Works fine but loses connection occasionally
1162,5,Easy Install for my MacBook Pro,"Fast install, I am able to use it between my MacBook Pro and iMac. I don't travel with it, I use it as an extra external hard drive for documents, videos, and photos."
1163,1,Does not work,"worked for a few days then it stopped working. Now it would not even get detected. Cannot mount, unmount, erase on Mac as well as windows."
1164,5,Works well for the PS4,Expanded my storage space immensely. I moved all my games to this external drive. They run well with no excessive loading times. I would almost say it seems slightly quicker than the stock internal drive loading speeds.
1165,5,Excelente,"Funciona perfectamente, 100% recomendado"
1166,5,Extra storage for my computers,"Unpack, plug in and use. It is that easy"
1167,3,Slower than any other drive I've ever used.,"Seriously slow. Like, maybe factory defect slow. I don't know, but it's got me looking into other options, which kinda sucks after spending so much buying two of these."
1168,4,Pretty good,It definitely gets the job done
1169,1,Worthless trash,"bought this in April of 22 and i'm already having issues. This external hard drive prevents boot ups and crashes my pc nonstop. Avoid this product, which im sad to say this because normally seagate takes some pride in their work but not for this pos garbage"
1170,3,"Is difficult to transfer albums, did with pictures and I couldn’t to nothing else",2 TB
1171,4,Easy to use.Came as promised.,It’s easy to use.Plug and play.Tons of storage and is fast.
1172,5,Hard drive,Bought the us as my first hard drive after my PS4 filled up. Easy to hook up.
1173,1,Doesn’t work after a few days,Stop working
1174,1,"Worked for 24 hours, then died","Ordered so my children could offload games from laptop memory.They downloaded them to the drive and the next day when they tried to access them, the drive couldn't be found by the computer.No amount of troubleshooting could access the drive and all the transferred files were lost.Very disappointing."
1175,5,Just what I needed,"I'm a graphic designer and needed a backup drive for a large project I'm working on.. not super techy, so I really appreciated how simple this thing was to plug in and set up with my backup program. Super reliable so far and the drive is much smaller than I expected for 4TB. Solid buy!"
1176,2,Slow as molasses in January,25MB/s write speed is the best I'm getting. Lots of storage for a decent price otherwise.
1177,1,Ps4 doesn’t support the storage device.,I just got it today and I thought it was ps4 supported but after i plugged it in it said that ps4 doesn’t support it
1178,5,Plug and play,Simple enough for me to get working
1179,5,perfect experience,Amazing service.Received the item in one day.Works like a dream.
1180,1,Bad Drive/ Poor Support,"I recently purchased this product to store my client's files as a back up to my computer's.I went on a trip out of the country and took some pictures.I stored them on this drive and hoped later to transfer them to my main computer.Once I connected and opened the drive, I literally watched my files disappear one after the other until there was nothing on it.I contacted Seagate but they were not helpful at all.They offered me the use of a useless software for 30 days to recover my files.That, unfortunately was a waste of time.I ended spending $1200 at a local ""data recovery place"" and got 90% of my files back.I contacted Seagate for a replacement since this happened only 5 months after purchase and was told my warranty was voided because a third party opened the drive.I thought as a courtesy they would have repalced it for me for a second chance to use their products, I was wrong.They did not care.Ps. I am not saying their products are not good - I had a good one before that I have been using for years and that was why I decided to buy this new one with more space.I only wanted to share my experience because of the way they handled the situation.The only way for me to recover my valuable family and client pictures was to use a third party as Seagate would not do much to help me, but this voided the warranty????My only options were to either proceed as I did to recover my files or get a product replacement then lose my files.My files were priceless and that is why I ended up spending over a thousand dollars to get them back."
1181,1,Trash,Thai product is absolute trash! I had this device for less then a year and ever since I got it it’s caused nothing but problems! First when I plugged it into my Xbox it wouldn’t recognize for 15 minutes and then when I finally got it to work I started saving games on it. The second I tried to transfer games back onto my Xbox to play it would freeze the Xbox and not work. I tired to call to get the device replaced through warranty and they gave me the run around and now finally after only 6 months the hard drive doesn’t work at all. It beeps and won’t even show up on the Xbox! When this happened I read reviews and all I see is people having the same issues! Seagate is aterrible company and they have terrible products. I would never recommend them to anyone who wants products that actually work.
1182,5,Love this thing,Its awesome. easy to use and set up
1183,5,Does The Job!,It was smaller then what I thought it was going to be which is even better! Works perfect and super easy to use! Already started using it and it holds everything that I needed it too. Would buy again from this company
1184,5,Love it!!!,"Small, portable and fast! Love it!!!!"
1185,5,Nice storage,Can finally store my Hent- errrr Games in pc now
1186,2,Ps5,"Tried it for my ps5 but it wasn't working, idk if it's just me having this problem but says it should work for PlayStation. Unless I need a specific one for ps5"
1187,2,This device was not recognized by Windows 7.,"I may not buy another Seagate drive because of its limited ability to be used by older systems. It would not be recognized by my Windows 7 systems and the directory structure has had to be ""fixed"" both times I used it with Windows 10. I'm pretty disappointed. It's nice and small but that positive is more than cancelled by its poor behavior."
1188,5,Nice hard drive.No issues.,Plugged it right in and it started working.I bought this as a backup to my other Seagate 8TB HDD and set up a sync job to run nightly to this one.No complaints.
1189,5,Liviano y compacto.,Liviano y compacto.
1190,4,Satisfied so far,"Price was very fair, packaging generic (not retail) but good, and trouble-free so far. I used it for a 450GB Time Machine backup on a 2012 MacBook Pro, and Time Machine estimated it would take15 hours. It didn't actually take that long (more like 8 hours), but on my MacBook, the backup speeds nonetheless seemed fairly poor. For perspective, I can *download* 450GB over my 1 megabit fiber optic internet connection in around an hour. It's very possible the backup speed is limited by something in MacOS or something in the MacBook hardware, so I can't blame this drive with any certainty.Plus I care more about reliability, which is an unknown to me until I've used it for around a year."
1191,5,completely worth it,"I had gotten a 1tb version of this few months back for my Xbox one s and just got a series s and got this an it’s what I needed , woulda got the 4tb if I had the extra money😂"
1192,5,Great choice,"Has a lot of space' it's small and fits next to my furniture console-works good, and does the job. Would order again"
1193,5,Stuff,250 GIGs over a USB 2 from my old computer in 2.5 hours.
1194,5,Good,Worked as expected
1195,5,Little power house,Running out of room on xbox this holds all of our games and allows the xbox to run much smoother and faster
1196,4,Good external hard drive,I like the product
1197,3,Was not preformatted,It came formatted for a windows computer despite saying designed for both windows and Mac operating systems. Not a big problem as I just reformatted the device but still an inconvenience.
1198,5,Works great!,Bought this for my husband for his PlayStation. He loves this thing he is able to store a bunch of games on it.
1199,2,Terribly Slow,"Running a backup to this drive, its about 1/10 the speed of a similar Toshiba."
1200,1,false advertising---this does not work on macs,"I plugged it in. Open the Seagate Portable Drive on my mac desktop, clicked on the Start_Here_Win.exe....and obviously it doesn't work. There is no mac compatible file."
1201,4,so far so good,"had some annoying software already installed that I had to delete (no, I don't want to use your cloud, that's literally why I'm buying hardware for storage) but otherwise so far so good. the write speed isn't super fast but I'm not bothered"
1202,5,It’s the go to.,Perfect.
1203,5,Recommended item!,Works great for storing contents of old computer. Easy transfer to the new computer!
1204,2,Worst Drive I've Bought In 20 Years,"This review is for the 4TB model No. ASM1053E.I bought 2 of them(one each for me and 'her indoors'.)Received them Feb 14th 2021.......my missus' one packed up in May 2022 and mine packed up today,July 27th 2022. Thats just over a year. FOR BOTH!I solved the problems of accessing the drives,(unlike most people i build computers etc)by prising them open and removing the drive. Stick them in a USB caddy,'repair drive' a couple of times,mount/unmount and they will work. But i did notice one of them still semi-freezes,so i'm still not convinced its entirely the enclosures USB3 interface.One thing is for sure: I wont ever be buying one again.by the way-i have 40 hard drives. I'm still using Western Dig's from early 2000s that i pulled out of Lacies,old Laptops,you name it. These were the worst/most dissappointing, i've ever had."
1205,4,GReat Buy,Works for me
1206,5,Great,Great
1207,1,"All of a suden, just stopped working on!!!","Worked well for months, until it started making a wierd buzzing noise. Now I can't access my files no matter what I try. I promise you I kept it in good care. I didn't drop it or got any substance on it. It just stopped working."
1208,2,Xbox Series S/X Users.,"This does not work with the Xbox Series X as a media storage for recording videos. If that's what you are. looking for, this is it --> https://www.amazon.com/dp/B06W55K9N6?psc=1&ref=ppx_yo2ov_dt_b_product_details"
1209,5,Been great so far,"I've been a long time and happy user of Seagate external HDs for my Mac. None have let me down, and this one so far is working great."
1210,5,Great for DISH NETWORK external hard drive,For 6 years I used a Seagate 1TB hard drive for storing sports from DISH NETWORK.It was getting close to filled so tried this SEAGATE model. Super easy with Hopper and easily formatted and within 10min I was backing up more stuff from the DISH DVR.
1211,5,"If you value your data, then you need at least 1 of this little marvels",(I have four). Don't want to lose My DATA!!!It is Plug and Play!
1212,1,It stoped working for no reason,The media could not be loaded. Dislike I used it for my ps4
1213,5,Drive,Very good product..
1214,5,Was able to transfer media quickly,So far so good. Most of my Seagate hard drives have worked great. This one is right there.
1215,5,Gate way to storage,"It simple, it works, it got storage. It's norma size of any backup device, not as thick."
1216,5,5000 Gigs of data!,"I got this as my backup drive for my Blu ray disc. I've 5 years of my pictures and videos (mostly 4K) on my iPhone and I constantly take a backup on my Blu ray discs. I want a redundant copy of all these data. This drive helped to create a backup easily. The only negative is, the drive is a bit slow once the capacity went over 4 TB. That is ok with me."
1217,5,6T good price,"Truth be told I have two 5T drives that are variants of this drive from 2018 that I use for backups, purchased together. One serves as a primary external drive. The other is never connected except during removal from a fireproof safe. That same stored drive will now not run, despite switching positions into my normally used ""other"" drive of the exact same config to test cables and adaptors. I guess this is par for the course with backup drives?In any case, I was led back here to purchase another drive because, according to BackBlaze, these drives have high reliability. I considered spending 4x on a solid state drive, but BB stats alleviated concerns about better reliability of SSD vs HD. I am not going to mourn the loss of my prior drive, I have multiple backups spread across a variety of drives... still to have a drive fail and come back to purchase another seems the definition of insanity, but for the fact that I do not have hundreds of these drives tested over years in server systems (like the analysis from BackBlaze).My primary use for these types of high capacity drives is for archival storage of photographic data, and to act as a storage source for my home music server with Plex.This current Seagate drive sits on your desktop, with a power adaptor included and attached. It is not really portable.It took over 15 hours to move a couple of terabytes of data between my old Seagate and new Seagate, but that is not the fault of the drive; more an issue with the USB ports I have on my now 4 year old Dell (updated but not for the USB). Average transfer speeds of 25-30M/s are a bottleneck. Data integrity was good but for a couple of files where I had to dig into prior backups to correct (good to know).I hope insanity does not become a statistical issue with the new drive, which for the time being I am letting stay connected."
1218,3,Partial compatibility,Highly portable and easy for plug and play. Is only party comparable with PS5 in that it only stores PS4 games for backwards compatibility but not any PS5 games.
1219,5,GREAT PRODUCT!!!!!,the product was as described and operational
1220,5,Amazing Portable HDD,I needed more storage for my PS5 and this 1TB Seagate works amazingly.
1221,1,"It supposed to be compatible with MAC, and it wasn’t. It is only for windows",I couldn’t use it because it is not compatible with MAC
1222,5,Used Seagate for many years!,"Have not had any bad experiences with Seagate external or internal hard drives.This unit is fast and works great.Definitely Recommend for the Price, Quality, and Function."
1223,5,Hard drive,Didn’t know I had to format it for MAC computers. Looked it up on YouTube. Got it to store photos and videos. It’s good for that
1224,5,Great back up device,"Small size, well-known company with a good product"
1225,5,Good price,For my son’s gaming.
1226,5,i love it,the amount of storage is amazing
1227,5,GREAT BUY,Does exactly what it is made for. I use it for video editing.
1228,5,Good Quality.,Have owned for 2 years. Great quality and highly recommend.
1229,5,"It is very quiet, and black","As are most electronic storage devices, it quietly goes about it's business. Unobtrusive until it fails, which this unit hasn't, so far . . ."
1230,5,Great Seagate Product,"This is my second Portable 1TB External Hard Drive HDDThe first is over 7 years old and going strong, no issuesI use both to back-up both my MAC and PC"
1231,5,Reliable,Very reasonable price and. Works great
1232,5,Excellent,I love it
1233,1,Doesn't work with Apple computers,"Doesn't work with Apple computers, if you have Apple, don't buy this item, very simple."
1234,1,Not for mac,This device says it’s for windows and Mac. It lied.
1235,5,Perfect for Storing My Digital Game Library,"I have a lot of games and while I don't need to have them all downloaded and installed on my computer at once, I like to have all my options available. As of right now, I have a few hundred games on it with plenty of room to spare. My games include large ones such as the entire Final Fantasy franchise, Horizon Zero Dawn, some Monster Hunter games and many more. It has been the perfect option for having all my games available to play as my PC doesn't have nearly enough space for everything. I mainly play digital games through Steam, and haven't experienced any major problems with using an external hard drive though I have occasionally had to get it reconnected to remind it that the games are installed as every once in a while I will turn on Steam and it will show that no games are installed though the issue has always been resolved quickly and easily. Photos show external hard drive for general size idea, and a couple screenshots that show number of games and how much storage is currently being used for them all."
1236,2,This is NOT a solid state drive,"I have wanted and held off on purchasing a back-up drive for several months, because the solid state drives with the capacity I wanted were rather expensive. When seeing this model I immediately went to ""questions"" to see if it was in fact solid state. Several queries were answered ""YES"", it WAS solid state. This was the sole basis of my purchase. Upon plugging it in I heard the platter(s) spin up, meaning, obviously, it is NOT solid state."
1237,5,Awesome!,"Should have purchased one earlier, as it would have saved me a lot of aggravation.I have had two computers turn into door stops, and then had to recreate my files.This is so much easier, and why I didn’t do this before, I just don’t know.I have downloaded my entire storage files, and only used less than 1% of my drive.I am so impressed."
1238,5,"Nice, sleek, and easy to use.",Really good and simple to use. I just plugged it up to my Xbox Series X and it connects and recognized immediately. I’ve been using it for some time now and so far hasn’t gave me any issues.
1239,5,Great,Like this product
1240,3,This unot is twice as thick as my previous drives.,Good storage capacity but much thicker in size than expected
1241,5,Reliable,"I had to switch from WD to Seagate for reliability issues and so far, my seagate products are built to last without issues.Love it.It arrived as expected, with the described accessories and unmolested."
1242,5,Increíble almacenamiento con un buen precio.,Si estás buscando almacenamiento para Xbox series x o s este producto es muy buena opción.El producto es de 2tb recomendable si quieres jugar a muchos juegos.
1243,5,Works,Used it for my Dish receiver. Easy to work. Worked for me.
1244,1,Lies about compatibility,This product is NOT supported on PS4. Waste of money. BewareI contacted support who then told me that the device is perfect and it’s my PS that has issues. But customer service doesn’t know if it’s a defected device and he’s assuming my PS is having problems it’s never had before. More lies. I’ll never buy from them again. JUNK AND LIES.
1245,4,Very satisfied,Great portability with small footprint.More than enough capacity
1246,4,Only took 15 minutes to download all my pictures to it.,I like the speed and portability of it.
1247,5,Very lightweight & works great!,Everything worked great!
1248,1,100% Junk,copied 200gb of backup to this and after the files copied the drive shows nothing..space is taken but zero files on the drive. This thing is trash 100% Do not buy.
1249,5,Still using this today. Very reliable drive,Nice drive and computer always recognizes it. I travel a lot and have never had any issues so far.
1250,5,This is my second Seagate.,I've been using an identical one and they function perfectly.
1251,5,Darn good SSD Drive,"I quickly started to run out of space on my MacBook Air's 256GB SSD, with multi-GB games. The USB 3.0 Seagate SSD works great. For the best performance on my MacBook Air (Silicon), I had to reformat the drive to APFS, Seagate Tech Support was great for that, and I actually play my games from the Seagate Drive. I highly recommend this product."
1252,1,"no software support, download its dashboard/toolkit, both not work on latest win10","no software support, download its dashboard/toolkit, both not work on latest win10, s/w runs but no action/function buttons for backup or restore.Normally if you plug into a new laptop, it might become unrecognized, you get to use admin partition tool to reactive it."
1253,1,DOESN'T WORK WITH MAC,"I was given t believe that this worked with Mac Computers. Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC, MacIT DOESN'T"
1254,1,Doesn't work on mac,"The product details and the box both say this works on mac right out of the box. However, it doesn't work on my MacBook."
1255,1,Don’t buy,Very dissatisfied
1256,1,doesn't work on Xbox one or PC,"2 different xbox's won't read the device.I can plug it into a pc and see it in the device manager, but not disk management or file explorer. Will be returning."
1257,1,product unusable unless buyer agrees to a very long list of terms and conditions,THE PURCHASERIS FORBIDDEN from using the drive UNLESS AGREEING FIRST to a very long list of terms and conditions and permission to seagate to send advertising to your email
1258,4,Great drive for single use long term storage,"This Disk is not designed for photo/video editing since is limited to USB 2.0 but for daily backups / file storage is great.portability is the most noticeable design.Not as sturdy as say LaCie, but it fits comfortably on any computer bag/backpack not bulky and very sturdy."
1259,5,Useful,Very useful
1260,1,Data loss,"Hard drive won’t read on anything but will light up, lost all my data."
1261,1,DOA 4 Months,"Drive worked fine until I decided to do the unthinkable act of... moving it physically. DOA after 4 months, really? Garbage."
1262,5,Harddrive,Good for storing videos and pictures
1263,5,That it does work.,So far so good. I was able to free up a lot of space on my laptop from just transferring a bunch of files and programs to the Seagate One Touch external hard drive. I had to do this for my video editor to work properly on my laptop.
1264,1,Trash doesn’t WORK,I’m pissed. Spent $50 on this stupid thing so I could clear off a laptop I don’t use. Won’t let me move anything on it. GARBAGE
1265,5,Compact Giant,Love that all that storage space comes in small Compact Case
1266,5,Ehh really loud,Its pretty decent
1267,3,3 star,so far so good
1268,5,Great price easy to setup,Easy to setup and a great price
1269,5,The external hard drive is an excellent purchase,Great for downloading Xbox games
1270,3,2 GB Seagate.,"It seems to be OK, I could not get it to do an automatic back up? I just haven’t had time to play with it yet as of yet."
1271,5,A lot of storage for a reasonable price.,I use this on my Xbox series x and it works great. It reads at a fast pace and downloads well. I remember a time when a 64mb memory card for the ps2 cost $40 so for 4 terabytes of storage for $80 is definitely a price I'm happy with.
1272,3,Mac,If they are going to sell this as Mac ready I shouldn't have had to jump through hoops to get it to work with I Mac.
1273,5,EzPz,"Worked well, plug and play for the most part"
1274,1,Garbage,"Garbage Drive. Bought as a gift for my father-in-law in late 2019 and he took his time before getting around to using it. It never worked for him and he gave it to me late 2021 to see if I could get it working. Just tried to get it working today. Does not show up as a drive on windows when plugged in. Does not show up on Disk Management. Does show up on Device Manager under disk drives and says it is operating properly. Tried uninstalling, different computers, different cables, YouTube, etc and still doesn't work. Windows makes a sound when plugged in, but nothing shows up. Signed up for an account on Seagate to file a warranty claim and warranty expired 2020... Product is still new and was never used once. Brand new garbage!"
1275,5,Great Buy,it’s so much cheaper than all the stores around here! Now my PS5 can play all the games I want without running out of storage!
1276,4,Have Patience,"This product is compatible with Mac/PC. Watch the videos to format the external drive as needed. It's fast and easy. I did not see the videos until I was about to return the product. But it does work well. Dear Amazon, I suggest placing the videos in the product's descriptions for easier access to understanding how to properly format, otherwise all other non-nerds will just keep returning the product. :D I hope this external disk last long but we shall see. Thank you!"
1277,4,So far I like this product.,"Overall I like it , but they shorted me some TB."
1278,5,Pleased,"I like how easy this was to use.I like how small it is with quite a bit of storage.It was an item recommend to me for keeping my treasured pictures, happy I bought it."
1279,5,Amazing...,Simply amazing. I love this thing! I should've bought one of these years ago..! Works perfect & haven't had any issues so far. Highly recommended!
1280,1,Absolute Junk - second one to die,"This is the second one to die on me. Each one backed up once, then died. I thought the first one was a fluke, but now I know these are junk. What's the point of backing up if the unit dies?"
1281,5,Craft storage,I use this to store all my SVG files as well as fonts and it works great.I use it with both my desk top and lap top.
1282,1,Piece of garbage,Storing any large number of files will take literally hours.Its just reads data too slowly.$50 more bucks will get you something ten times faster.
1283,5,Great Hard Drive,"Love it very much, worth the money."
1284,2,Two failed in less than 3 years... there is a pattern,"I've purchased 3 of these Seagate 5tb portable drives.Great price and worked great.. for less than 3 years.These drive are rarely connected to my PC.. they are back up drives.So it's not like they've been running 24/7 for almost 3 years.Backup drives, which are only powered up for short sessions are OMG not reliable and should be avoided."
